,Unnamed: 0,Unnamed: 0.1,SAR EU,4G bands,Loudspeaker,Models,3G bands,2G bands,5G bands,Features,Announced,Size,OS,Single,Resolution,3.5mm jack,SAR,GPS,USB,CPU,Colors,Build,Radio,Technology,name,Card slot,Bluetooth,NFC,Status,Dimensions,Chipset,Triple,Speed,Type,Weight,Sensors,Video,WLAN,GPU,Internal,SIM,Price,Charging,Unnamed: 1,Quad,Protection,Dual,Display,Performance,Camera,Battery life,Audio quality,EDGE,GPRS,Music play,Stand-by,Talk time,Infrared port,Penta,Five
11,8,8,0.67 W/kg (head)     1.38 W/kg (body),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,"SM-A127F/DSN, SM-A127F/DS, SM-A127F, SM-A127M, SM-A127U",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),,"LED flash, panorama, HDR","2021, August 09","6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio)","Android 11, One UI 3.1","8 MP, f/2.2","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),"Black, Blue, Red","Glass front, plastic back, plastic frame","FM radio, RDS, recording",GSM / HSPA / LTE,Samsung Galaxy A12 Nacho,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes (market/region dependent),"Available. Released 2021, August 09",164 x 75.8 x 8.9 mm (6.46 x 2.98 x 0.35 in),Exynos 850 (8nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Po 5000 mAh, non-removable",205 g (7.23 oz),"Fingerprint (side-mounted), accelerometer",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G52,"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 140 EUR,Fast charging 15W,Virtual proximity sensing,"48 MP, f/2.0, 26mm (wide), AF
5 MP, f/2.2, 123˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
12,9,9,,"1, 3, 5, 7, 8, 20, 38, 40, 41",Yes,"SM-M215G, SM-M215G/DS",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2021, July 21","6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)","Android 11, One UI 3.1 Core","20 MP, f/2.2, 26mm (wide)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Yes,0.47 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Charcoal Black, Arctic Blue","Glass front, plastic back, plastic frame","FM radio, RDS, recording",GSM / HSPA / LTE,Samsung Galaxy M21 2021,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2021, July 26",159 x 75.1 x 9 mm (6.26 x 2.96 x 0.35 in),Exynos 9611 (10nm),"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)","HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 6000 mAh, non-removable",192 g (6.77 oz),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G72 MP3,"64GB 4GB RAM, 128GB 6GB RAM","Dual SIM (Nano-SIM, dual stand-by)","₹ 11,999",Fast charging 15W,,,,,,,,,,,,,,,,,
13,10,10,,LTE,Yes,"SM-E225F, SM-E225F/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR","2021, July 06","6.4 inches, 98.9 cm2 (~83.5% screen-to-body ratio)","Android 11, One UI Core 3.1","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm","720 x 1600 pixels, 20:9 ratio (~274 ppi density)",Yes,0.62 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"Denim Black, Denim Blue","Glass front, plastic frame, plastic back","FM radio, recording",GSM / HSPA / LTE,Samsung Galaxy F22,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes,"Available. Released 2021, July 13",160 x 74 x 9.4 mm (6.30 x 2.91 x 0.37 in),Mediatek Helio G80 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 6000 mAh, non-removable",203 g (7.16 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot",Mali-G52 MC2,"64GB 4GB RAM, 128GB 6GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 170 EUR,Fast charging 15W,,"48 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
14,11,11,0.56 W/kg (head)     1.57 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66 - International",Yes,"SM-M325FV, SM-M325FV/DS, SM-M325F/DS, SM-M325F",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR","2021, June 21","6.4 inches, 98.9 cm2 (~83.9% screen-to-body ratio)","Android 11, One UI 3.1","20 MP, f/2.2, (wide)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Yes,0.64 W/kg (head),"Yes, with A-GPS, GLONASS, BDS, GALILEO","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"Black, Light Blue","Glass front, plastic frame, plastic back",Unspecified,GSM / HSPA / LTE,Samsung Galaxy M32,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes (market/region dependent),"Available. Released 2021, June 28","159.3 x 74 x 8.4 mm - International
159.3 x 74 x 9.3 mm - India",Mediatek Helio G80 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Ion 5000 mAh, non-removable - International
Li-Ion 6000 mAh, non-removable - India","180 g - International
196 g - India (6.35 oz)","Fingerprint (side-mounted), accelerometer, gyro, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G52 MC2,"64GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)","£ 269.00 / € 289.00 / ₹ 12,999","Fast charging 25W - International
Fast charging 15W - India",Virtual proximity sensing,"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",Corning Gorilla Glass 5,,,,,,,,,,,,,,
15,12,12,0.73 W/kg (head)     1.23 W/kg (body),"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41",-28.5 LUFS (Average),"SM-A226B, SM-A226B/DS, SM-A226B/DSN",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 78, 79 SA/NSA/Sub6","LED flash, panorama, HDR","2021, June 03","6.6 inches, 105.2 cm2 (~82.3% screen-to-body ratio)","Android 11, One UI Core 3.1","8 MP, f/2.0, (wide)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Gray, White, Mint, Violet","Glass front, plastic frame, plastic back",FM radio,GSM / HSPA / LTE / 5G,Samsung Galaxy A22 5G,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes (market/region dependent),"Available. Released 2021, June 24",167.2 x 76.4 x 9 mm (6.58 x 3.01 x 0.35 in),MediaTek MT6833 Dimensity 700 5G (7 nm),"48 MP, f/1.8, (wide), PDAF
5 MP, f/2.2, 115˚ (ultrawide), 1/5.0"", 1.12µm
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 5000 mAh, non-removable",203 g (7.16 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G57 MC2,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","$ 231.00 / £ 177.90 / € 229.00 / ₹ 19,000",Fast charging 15W,,,,,Contrast ratio: 1631:1 (nominal),"AnTuTu: 242155 (v8), 223188 (v9)
GeekBench: 6913 (v4.4), 1719 (v5.1)
GFXBench: 12fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 118h,,,,,,,,,
16,13,13,0.52 W/kg (head)     1.59 W/kg (body),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,"SM-A225F, SM-A225F/DS, SM-A225M, SM-A225M/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),,"LED flash, panorama, HDR","2021, June 03","6.4 inches, 98.9 cm2 (~84.3% screen-to-body ratio)","Android 11, One UI Core 3.1","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm","720 x 1600 pixels, 20:9 ratio (~274 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"Black, White, Mint, Violet","Glass front, plastic frame, plastic back",Unspecified,GSM / HSPA / LTE,Samsung Galaxy A22,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2021, July 01",159.3 x 73.6 x 8.4 mm (6.27 x 2.90 x 0.33 in),Mediatek Helio G80 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 5000 mAh, non-removable",186 g (6.56 oz),"Fingerprint (side-mounted), accelerometer, gyro, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G52 MC2,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","$ 214.99 / £ 169.94 / € 192.49 / ₹ 17,999",Fast charging 15W,Virtual proximity sensing,"48 MP, f/1.8, (wide), PDAF, OIS
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
17,14,14,0.64 W/kg (head)     0.99 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 66","Yes, with stereo speakers","SM-T225, SM-T220",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,,"2021, May 27","8.7 inches, 214.9 cm2 (~81.1% screen-to-body ratio)","Android 11, One UI 3.1",2 MP,"800 x 1340 pixels, 5:3 ratio (~179 ppi density)",Yes,0.68 W/kg (body),"Yes, with A-GPS, GLONASS, BDS, GALILEO",USB Type-C 2.0,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"Gray, Silver","Glass front, aluminum back, aluminum frame, plastic ends",No,GSM / HSPA / LTE,Samsung Galaxy Tab A7 Lite,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2021, June 18",212.5 x 124.7 x 8 mm (8.37 x 4.91 x 0.31 in),Mediatek MT8768T Helio P22T (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 5100 mAh, non-removable","366 g (Wi-Fi), 371 g (LTE) (12.91 oz)","Accelerometer, compass",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",PowerVR GE8320,"32GB 3GB RAM, 64GB 4GB RAM",Nano-SIM,About 170 EUR,Fast charging 15W,,,,,,,,,,,,,,,,,
18,15,15,1.15 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 40, 41, 66",-27.2 LUFS (Good),"SM-T730, SM-T733, SM-T736B",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6",,"2021, May 25","12.4 inches, 445.8 cm2 (~84.6% screen-to-body ratio)","Android 11, One UI 3.1.1",5 MP,"1600 x 2560 pixels, 16:10 ratio (~243 ppi density)",No,,"Yes, with A-GPS, GLONASS, BDS, GALILEO","USB Type-C 3.2, magnetic connector","Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570) - 5G model
Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670) - Wi-Fi model","Mystic Black, Mystic Silver, Mystic Green, Mystic Pink","Glass front, aluminum back, aluminum frame",No,GSM / HSPA / LTE / 5G,Samsung Galaxy Tab S7 FE,microSDXC (dedicated slot),"5.2, A2DP, LE (Wi-Fi), 5.2, A2DP, LE (5G)",No,"Available. Released 2021, June 18",284.8 x 185 x 6.3 mm (11.21 x 7.28 x 0.25 in),"Qualcomm SM7225 Snapdragon 750G 5G (8 nm) - 5G model
Qualcomm SM7325 Snapdragon 778G 5G (6 nm) - Wi-Fi model",,"HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G","Li-Po 10090 mAh, non-removable",608 g (1.34 lb),"Accelerometer, proximity, compass, gyro (5G model only)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6 (Wi-Fi), Wi-Fi 802.11 a/b/g/n/ac (5G)","Adreno 619 - 5G model
Adreno 642L - Wi-Fi model","64GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Nano-SIM,About 650 EUR,"Fast charging 45W, 100% in 190 min (advertised)",,,,,,,,,,,,,,,,,
19,16,16,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",Yes,SM-E5260,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 28, 41, 78 Sub6",HDR,"2021, May 20","6.6 inches, 104.9 cm2 (~83.6% screen-to-body ratio)","Android 11, One UI 3.1","16 MP, f/2.0, (wide)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),"White, Black",,No,GSM / HSPA / LTE / 5G,Samsung Galaxy F52 5G,microSDXC (uses shared SIM slot),"5.0, A2DP, LE",No,"Available. Released 2021, June 01",164.6 x 76.3 x 8.7 mm (6.48 x 3.00 x 0.34 in),Qualcomm SM7225 Snapdragon 750G 5G (8 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4500 mAh, non-removable",199 g (7.02 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 619,128GB 8GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 260 EUR,Fast charging 25W,,"64 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, (ultrawide), 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
20,17,17,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41",Yes,"SM-M426B, SM-M426B/DS",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 5, 7, 8, 28, 40, 41, 78 SA/NSA/Sub6",HDR,"2021, April 28","6.6 inches, 105.2 cm2 (~84.3% screen-to-body ratio)","Android 11, One UI 3.1","20 MP, f/2.2, (wide)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",Yes,0.69 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),"Prism Dot Black, Prism Dot Gray",,FM radio,GSM / HSPA / LTE / 5G,Samsung Galaxy M42 5G,microSDXC (uses shared SIM slot),"5.0, A2DP, LE",Yes,"Available. Released 2021, May 01",164.4 x 75.9 x 8.6 mm (6.47 x 2.99 x 0.34 in),Qualcomm SM7225 Snapdragon 750G 5G (8 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 5000 mAh, non-removable",190 g (6.70 oz),"Fingerprint (under display, optical), accelerometer, gyro, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 619,"128GB 6GB RAM, 128GB 8GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 220 EUR,Fast charging 15W,Virtual proximity sensing,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
21,18,18,0.54 W/kg (head)     1.39 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66",Yes,SM-M127F/DSN,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2021, April 19","6.5 inches, 102.0 cm2 (~81.9% screen-to-body ratio)","Android 11, One UI Core 3.1","8 MP, f/2.2, (wide)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS",USB Type-C 2.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),"Black, Blue, Green","Glass front, plastic back, plastic frame",Unspecified,GSM / HSPA / LTE,Samsung Galaxy M12,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes,"Available. Released 2021, April 30",164 x 75.9 x 9.7 mm (6.46 x 2.99 x 0.38 in),Exynos 850 (8nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 5000 mAh, non-removable",212 g (7.48 oz),"Fingerprint (side-mounted), accelerometer",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G52,"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","Dual SIM (Nano-SIM, dual stand-by)","$ 217.14 / £ 185.00 / € 199.00 / ₹ 9,499",Fast charging 15W,Virtual proximity sensing,"48 MP, f/2.0, (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.2, 123˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
22,0,0,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","Yes, with stereo speakers",SM-A826S,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,78 Sub6,HDR,"2021, April 13","6.7 inches, 108.4 cm2 (~90.7% screen-to-body ratio)","Android 11, One UI 3.1","10 MP, f/2.2, (wide)","1440 x 3200 pixels, 20:9 ratio (~524 ppi density)",No,,"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"Black, White, Violet",,No,GSM / HSPA / LTE / 5G,Samsung Galaxy Quantum 2,microSDXC (dedicated slot),"5.0, A2DP, LE",Yes,"Available. Released 2021, April 23",161.9 x 73.8 x 8.1 mm (6.37 x 2.91 x 0.32 in),"Qualcomm SM8150 Snapdragon 855+ (7 nm), QRNG security chipset","64 MP, f/1.8, 26mm (wide), 1/1.7X"", 0.8µm, PDAF, OIS
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4500 mAh, non-removable",176 g (6.21 oz),"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 640 (700 MHz),128GB 6GB RAM,Nano-SIM,About 520 EUR,Fast charging 25W,120Hz@FHD / 60Hz@QHD refresh rate,,,,,,,,,,,,,,,,
23,1,1,,"1, 3, 5, 7, 8, 38, 40, 41",Yes,"SM-F127G, SM-F127G/DS, SM-F127F, SM-F127F/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2021, April 05","6.5 inches, 102.0 cm2 (~81.9% screen-to-body ratio)","Android 11, One UI 3.1","8 MP, f/2.2, (wide)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Yes,1.19 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),"Sea Green, Sky Blue, Celestial Black","Glass front, plastic back, plastic frame","FM radio, recording",GSM / HSPA / LTE,Samsung Galaxy F12,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2021, April 12",164 x 75.9 x 9.7 mm (6.46 x 2.99 x 0.38 in),Exynos 850 (8nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 6000 mAh, non-removable",221 g (7.80 oz),"Fingerprint (side-mounted), accelerometer",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G52,"64GB 4GB RAM, 128GB 4GB RAM","Dual SIM (Nano-SIM, dual stand-by)","₹ 11,490",Fast charging 15W,Virtual proximity sensing,"48 MP, f/2.0, (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",Corning Gorilla Glass,,,,,,,,,,,,,,
24,2,2,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Yes,"SM-E025F, SM-E025F/DS",HSDPA 850 / 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,"2021, April 05","6.5 inches, 102.0 cm2 (~81.8% screen-to-body ratio)",Android 10,"5 MP, f/2.2","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Yes,0.52 W/kg (head),"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core 1.8 GHz Cortex-A53,"Ceramic Blue, Ceramic White, Ceramic Black","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Samsung Galaxy F02s,microSDXC (dedicated slot),"4.2, A2DP",No,"Available. Released 2021, April 09",164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in),Qualcomm SDM450 Snapdragon 450 (14 nm),"13 MP, f/2.2, (wide), AF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Po 5000 mAh, non-removable",196 g (6.91 oz),"Accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Adreno 506,"32GB 3GB RAM, 64GB 4GB RAM","Dual SIM (Nano-SIM, dual stand-by)","₹ 10,275",Fast charging 15W,eMMC 5.1,,,,,,,,,,,,,,,,
25,3,3,0.23 W/kg (head)     1.17 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 32, 38, 40, 41, 66",-26.4 LUFS (Good),"SM-A725F, SM-A725F/DS, SM-A725M, SM-A725M/DS",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2021, March 17","6.7 inches, 107.8 cm2 (~84.4% screen-to-body ratio)","Android 11, One UI 3.1","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","1080 x 2400 pixels, 20:9 ratio (~394 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),"Awesome Black, Awesome White, Awesome Violet, Awesome Blue","Glass front (Gorilla Glass 5), plastic frame, plastic back",FM radio,GSM / HSPA / LTE,Samsung Galaxy A72,microSDXC (uses shared SIM slot),"5.0, A2DP, LE",Yes (market/region dependent),"Available. Released 2021, March 26",165 x 77.4 x 8.4 mm (6.50 x 3.05 x 0.33 in),Qualcomm SM7125 Snapdragon 720G (8 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Ion 5000 mAh, non-removable",203 g (7.16 oz),"Fingerprint (under display, optical), accelerometer, gyro, compass","4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 618,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",$ 500.00 / £ 358.69 / € 448.43,Fast charging 25W,,"64 MP, f/1.8, 26mm (wide), 1/1.7"", 0.8µm, PDAF, OIS
8 MP, f/2.4, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom
12 MP, f/2.2, 123˚ (ultrawide), 1.12µm
5 MP, f/2.4, (macro)",Corning Gorilla Glass 5,,Contrast ratio: Infinite (nominal),"AnTuTu: 279342 (v8)
GeekBench: 6483 (v4.4), 1627 (v5.1)
GFXBench: 15fps (ES 3.1 onscreen)",Photo / Video,Endurance rating 117h,,,,,,,,,
